1.450070595649329830e-01 1.000000000000000000e+00
1.715706664744027776e-01 1.250000000000000000e+00
2.008466135470406422e-01 1.500000000000000000e+00
2.370581602817459499e-01 1.750000000000000000e+00
2.562751040460948815e-01 2.000000000000000000e+00
2.699190221496624020e-01 2.250000000000000000e+00
2.887953841106771780e-01 2.500000000000000000e+00
3.044060986462128193e-01 2.750000000000000000e+00
3.141366551835006460e-01 3.000000000000000000e+00
3.203575237390040575e-01 3.250000000000000000e+00
3.291131574423064032e-01 3.500000000000000000e+00
3.365114005251138019e-01 3.750000000000000000e+00
3.43e-1 4.0

